,City,Date,Country,Max Temperature (F),Wind Speed (mph),Latitude,Longitude,Humidity (%),Cloudiness (%)
311,khandyga,1612650473,RU,-25.942,0.86,62.6667,135.6,85.0,100.0
312,okhotsk,1612650473,RU,-2.3440000000000225,6.51,59.3833,143.3,86.0,34.0
313,nome,1612650416,US,17.86999999999996,3.09,64.5011,-165.4064,86.0,90.0
314,tawkar,,,0.0,0.0,0.0,0.0,0.0,0.0
315,phuket,1612650473,TH,73.66999999999996,1.03,8.0,98.25,94.0,20.0
316,abonnema,,,0.0,0.0,0.0,0.0,0.0,0.0
317,nador,1612650377,MA,57.469999999999956,3.09,35.174,-2.9287,72.0,0.0
318,ulaanbaatar,1612650474,MN,-19.929999999999993,1.0,47.9077,106.8832,76.0,0.0
319,nanortalik,1612650474,GL,21.991999999999997,4.24,60.1432,-45.2371,80.0,10.0
320,ravar,1612650474,IR,52.682000000000016,1.37,31.2656,56.8055,37.0,8.0
321,nanning,1612650274,CN,57.469999999999956,2.62,22.8167,108.3167,88.0,0.0
322,saint-leu,1612650475,RE,78.27799999999996,1.7,-21.15,55.2833,61.0,35.0
323,neiafu,1612650475,TO,80.86999999999996,6.17,-18.65,-173.9833,89.0,75.0
324,huarmey,1612650475,PE,74.35399999999996,4.85,-10.0681,-78.1522,69.0,70.0
325,tapaua,,,0.0,0.0,0.0,0.0,0.0,0.0
326,apeldoorn,1612650475,NL,30.272000000000038,9.77,52.21,5.9694,100.0,90.0
327,san roque,1612650475,ES,57.469999999999956,8.75,36.2107,-5.3842,72.0,14.0
328,japura,1612650476,ID,72.59000000000003,0.92,-0.3167,102.35,94.0,85.0
329,nizhneyansk,,,0.0,0.0,0.0,0.0,0.0,0.0
330,rocha,1612650476,UY,70.32200000000003,4.88,-34.4833,-54.3333,79.0,0.0
331,san luis,1612650476,AR,86.59399999999997,3.51,-33.295,-66.3356,25.0,0.0
332,zhezkazgan,,,0.0,0.0,0.0,0.0,0.0,0.0
333,beloha,1612650477,MG,75.50600000000003,2.89,-25.1667,45.05,92.0,10.0
334,sao filipe,1612650293,CV,70.64600000000004,7.67,14.8961,-24.4956,72.0,50.0
335,crisan,1612650477,RO,32.26999999999996,3.09,44.9667,29.4667,100.0,75.0
336,kushmurun,1612650477,KZ,15.206000000000028,10.76,52.4503,64.6311,92.0,98.0
337,zdvinsk,1612650477,RU,24.727999999999962,7.78,54.7021,78.661,95.0,91.0
338,macaboboni,,,0.0,0.0,0.0,0.0,0.0,0.0
339,namatanai,1612650477,PG,82.04000000000002,1.52,-3.6667,152.4333,74.0,71.0
340,goderich,1612650478,CA,21.469999999999956,7.72,43.7501,-81.7165,63.0,100.0
341,mbigou,1612650478,GA,69.22400000000002,1.2,-1.9005,11.906,96.0,44.0
342,port augusta,1612650478,AU,66.46999999999997,5.14,-32.5,137.7667,72.0,90.0
343,vardo,1612650478,NO,27.64399999999997,12.67,70.3705,31.1107,94.0,100.0
344,saskylakh,1612650443,RU,-36.65199999999997,2.99,71.9167,114.0833,80.0,92.0
345,sao joao da barra,1612650478,BR,71.86999999999996,6.17,-21.6403,-41.0511,94.0,75.0
346,avezzano,1612650478,IT,50.26999999999996,0.45,42.0402,13.4388,56.0,0.0
347,poltavka,1612650478,RU,31.441999999999997,7.89,54.3663,71.7632,99.0,100.0
348,copiapo,1612650479,CL,66.46999999999997,5.66,-27.3667,-70.3333,68.0,40.0
349,kasiri,,,0.0,0.0,0.0,0.0,0.0,0.0
350,borogontsy,1612650479,RU,-34.18600000000002,1.32,62.6683,131.1683,81.0,100.0
351,belmonte,1612650350,BR,79.06999999999996,5.14,-15.8631,-38.8828,78.0,40.0
352,salinopolis,1612650219,BR,79.91600000000001,4.32,-0.6136,-47.3561,86.0,43.0
353,stornoway,1612650479,GB,37.66999999999996,9.77,58.2093,-6.3865,70.0,75.0
354,lamont,1612650480,US,67.26199999999996,2.06,35.2597,-118.9143,42.0,1.0
355,qaqortoq,1612650481,GL,18.10399999999995,2.31,60.7167,-46.0333,81.0,1.0
356,thompson,1612650378,CA,-25.32999999999999,6.69,55.7435,-97.8558,62.0,75.0
357,panacan,1612650482,PH,80.86999999999996,7.2,9.2463,118.4082,78.0,40.0
358,chagda,,,0.0,0.0,0.0,0.0,0.0,0.0
359,kamenka,1612650483,RU,10.274000000000012,5.02,51.3223,42.7678,83.0,98.0
360,coquimbo,1612650531,CL,64.66999999999996,6.17,-29.9533,-71.3436,68.0,0.0
361,sorland,1612650532,NO,35.311999999999955,10.24,67.667,12.6934,81.0,68.0
362,college,1612650452,US,-6.736000000000018,0.35,64.8569,-147.8028,77.0,90.0
363,mayumba,1612650532,GA,80.27599999999998,1.12,-3.432,10.6554,81.0,100.0
364,quelimane,1612650532,MZ,84.46999999999997,1.54,-17.8786,36.8883,84.0,40.0
365,buraydah,1612650532,SA,50.26999999999996,2.57,26.326,43.975,100.0,75.0
366,rungata,,,0.0,0.0,0.0,0.0,0.0,0.0
367,hobro,1612650532,DK,24.277999999999963,2.24,56.6431,9.7903,81.0,82.0
368,bandarbeyla,1612650501,SO,75.83000000000004,5.74,9.4942,50.8122,79.0,25.0
369,humaita,1612650532,BR,77.30600000000004,1.48,-7.5061,-63.0208,92.0,99.0
370,xingyi,,,0.0,0.0,0.0,0.0,0.0,0.0
371,visnes,1612650533,NO,16.069999999999958,2.57,59.3556,5.2242,67.0,0.0
372,aklavik,1612650327,CA,-19.929999999999993,1.54,68.2191,-135.0107,76.0,90.0
373,den helder,1612650533,NL,33.27799999999996,12.86,52.9599,4.7593,69.0,90.0
374,scottsburgh,,,0.0,0.0,0.0,0.0,0.0,0.0
375,phan thiet,1612650533,VN,71.708,2.79,10.9333,108.1,82.0,41.0
376,karaul,,,0.0,0.0,0.0,0.0,0.0,0.0
377,tsihombe,,,0.0,0.0,0.0,0.0,0.0,0.0
378,nouadhibou,1612650533,MR,62.86999999999996,7.72,20.931,-17.0347,72.0,0.0
379,mori,1612650533,JP,48.272000000000034,2.24,34.8333,137.9333,73.0,0.0
380,grodig,1612650534,AT,37.66999999999996,1.54,47.7333,13.0333,93.0,20.0
381,santana do matos,1612650534,BR,83.858,6.0,-5.9575,-36.6556,51.0,37.0
382,weligama,1612650534,LK,74.24600000000005,3.08,5.9667,80.4167,90.0,99.0
383,sarahan,1612650534,IN,33.817999999999984,6.51,31.5167,77.8,57.0,0.0
384,kandrian,1612650346,PG,82.49000000000002,4.47,-6.2167,149.55,78.0,52.0
385,vadso,1612650534,NO,25.069999999999958,9.26,70.0744,29.7487,86.0,75.0
386,lichinga,1612650534,MZ,64.32799999999997,1.94,-13.3128,35.2406,100.0,100.0
387,miraflores,1612650535,MX,80.86999999999996,4.12,19.2167,-98.8083,6.0,1.0
388,ust-nera,1612650535,RU,-24.91600000000001,2.36,64.5667,143.2,75.0,66.0
389,bac can,,,0.0,0.0,0.0,0.0,0.0,0.0
390,upernavik,1612650254,GL,20.35399999999995,1.74,72.7868,-56.1549,78.0,97.0
391,nehe,1612650535,CN,-8.194000000000024,2.93,48.4833,124.8333,86.0,0.0
392,otjimbingwe,1612650535,NA,79.358,2.39,-22.35,16.1333,33.0,0.0
393,san vicente,1612650535,AR,71.29399999999998,2.19,-26.6167,-54.1333,59.0,0.0
394,urubicha,1612650536,BO,86.80999999999997,0.74,-15.3833,-62.95,49.0,59.0
395,egvekinot,1612650536,RU,-6.52000000000001,3.53,66.3167,-179.1667,77.0,7.0
396,caratinga,1612650536,BR,77.26999999999995,2.06,-19.7897,-42.1392,78.0,0.0
397,selikhino,1612650536,RU,-8.662000000000006,1.22,50.3672,137.4996,90.0,100.0
398,banda aceh,1612650304,ID,78.22400000000002,3.46,5.5577,95.3222,81.0,55.0
399,karratha,1612650378,AU,77.558,4.03,-20.7377,116.8463,68.0,18.0
400,bama,1612650536,NG,67.35199999999998,3.0,11.5221,13.6856,26.0,43.0
401,meulaboh,1612650537,ID,76.08200000000002,2.67,4.1363,96.1285,93.0,80.0
402,dwarka,1612650537,IN,69.08000000000004,6.27,22.2394,68.9678,45.0,0.0
403,tomatlan,1612650392,MX,83.28200000000001,4.13,19.9333,-105.25,52.0,19.0
404,buala,1612650537,SB,82.04000000000002,4.66,-8.145,159.5921,80.0,98.0
405,champerico,1612650257,GT,89.86999999999996,5.14,14.3,-91.9167,48.0,20.0
406,taranagar,1612650537,IN,58.693999999999974,2.64,28.6709,75.0351,36.0,0.0
407,saint-augustin,1612650537,CA,33.02599999999999,10.86,51.226,-58.6502,96.0,100.0
408,sisimiut,1612650537,GL,20.174000000000014,6.76,66.9395,-53.6735,78.0,0.0
409,harper,1612650537,LR,79.826,4.14,4.375,-7.7169,86.0,22.0
410,los llanos de aridane,1612650538,ES,61.069999999999965,2.57,28.6585,-17.9182,59.0,0.0
411,saint-ambroise,1612650538,CA,25.267999999999983,7.2,48.5501,-71.3324,58.0,95.0
412,coxim,1612650538,BR,80.65399999999995,1.64,-18.5067,-54.76,61.0,79.0
413,ca mau,1612650538,VN,72.76999999999995,0.43,9.1769,105.15,89.0,88.0
414,conceicao do mato dentro,1612650538,BR,69.584,1.2,-19.0372,-43.425,93.0,99.0
415,kitimat,1612650538,CA,34.26799999999999,0.57,54.0524,-128.6534,91.0,99.0
416,umba,1612650538,RU,19.66999999999996,5.0,66.6871,34.3429,95.0,47.0
417,santa rosa,1612650538,PH,76.26199999999996,0.51,14.3122,121.1114,88.0,20.0
418,komsomolskiy,1612650538,UZ,43.06999999999996,2.06,40.4272,71.7189,49.0,100.0
419,namibe,1612650539,AO,71.99600000000005,3.17,-15.1961,12.1522,78.0,38.0
420,badgam,,,0.0,0.0,0.0,0.0,0.0,0.0
421,poya,1612650592,NC,81.08599999999997,0.78,-21.35,165.15,73.0,3.0
422,sterling,1612650322,US,47.26400000000003,2.57,39.0062,-77.4286,36.0,90.0
423,san cristobal,1612650592,VE,86.26999999999995,4.12,7.7669,-72.225,58.0,40.0
424,swellendam,1612650427,ZA,70.06999999999996,3.09,-34.0226,20.4417,73.0,99.0
425,vetlanda,1612650592,SE,10.669999999999959,2.57,57.4289,15.0776,92.0,0.0
426,zmeinogorsk,1612650592,RU,27.841999999999995,5.52,51.1567,82.195,92.0,21.0
427,kondoa,1612650378,TZ,64.16600000000001,1.42,-4.9,35.7833,94.0,100.0
428,grand centre,,,0.0,0.0,0.0,0.0,0.0,0.0
429,broome,1612650415,US,28.66999999999996,5.14,42.2506,-75.833,31.0,1.0
430,benghazi,1612650593,LY,64.50800000000001,6.18,32.1167,20.0667,51.0,69.0
431,nhulunbuy,1612650574,AU,82.66999999999996,4.63,-12.2333,136.7667,78.0,100.0
432,heze,1612650593,CN,44.924000000000014,6.42,35.2431,115.4411,50.0,21.0
433,cuamba,1612650593,MZ,71.09600000000006,0.67,-14.8031,36.5372,95.0,100.0
434,zhirnov,1612650593,RU,25.448000000000025,4.94,48.1709,41.1261,84.0,56.0
435,liniere,,,0.0,0.0,0.0,0.0,0.0,0.0
436,laguna,1612650593,US,64.27400000000002,2.06,38.421,-121.4238,48.0,1.0
437,chokwe,1612650594,MZ,74.35399999999996,1.84,-24.5333,32.9833,88.0,100.0
438,ankazobe,1612650594,MG,64.66999999999996,0.51,-18.3167,47.1167,100.0,75.0
439,cairns,1612650594,AU,82.66999999999996,3.6,-16.9167,145.7667,83.0,90.0
440,shchigry,1612650594,RU,-3.2620000000000076,3.83,51.8755,36.9043,92.0,88.0
441,kasempa,1612650594,ZM,65.75,0.26,-13.4584,25.8338,94.0,82.0
442,la palma,1612650594,US,76.26199999999996,3.6,33.8464,-118.0467,46.0,1.0
443,mudgee,1612650594,AU,66.46999999999997,1.03,-32.5943,149.5871,94.0,40.0
444,illora,1612650595,ES,48.469999999999956,1.38,37.2877,-3.8811,87.0,40.0
445,aasiaat,1612650595,GL,16.916000000000007,9.43,68.7098,-52.8699,87.0,13.0
446,cooma,1612650595,AU,64.66999999999996,1.03,-36.2333,149.1333,52.0,0.0
447,strelka,1612650595,RU,22.85600000000003,2.86,58.0728,93.0344,97.0,99.0
448,morehead,1612650595,US,44.86999999999996,2.06,37.2711,-87.1764,49.0,90.0
449,buckeye,1612650492,US,71.86999999999996,3.09,33.3703,-112.5838,15.0,0.0
450,goiatuba,1612650595,BR,71.43800000000005,1.34,-18.0125,-49.3547,92.0,98.0
451,anloga,1612650596,GH,84.46999999999997,5.66,5.7947,0.8973,84.0,20.0
452,saint george,1612650596,US,61.26799999999999,2.57,37.1041,-113.5841,21.0,1.0
453,ternate,1612650596,ID,80.58200000000002,2.11,0.8,127.4,80.0,100.0
454,petrolandia,,,0.0,0.0,0.0,0.0,0.0,0.0
455,vanavara,1612650596,RU,7.988000000000046,4.29,60.34,102.2797,95.0,100.0
456,kannur,1612650596,IN,73.23800000000006,1.9,11.8675,75.3576,76.0,21.0
457,joshimath,1612650596,IN,39.63200000000002,6.03,30.5667,79.5667,46.0,0.0
458,obo,1612650596,CF,66.81199999999995,2.4,5.3998,26.4869,25.0,0.0
459,basoko,1612650596,CD,75.70399999999995,1.23,1.2391,23.616,58.0,4.0
460,barra,1612650466,BR,75.65,2.43,-11.0894,-43.1417,84.0,99.0
461,ulagan,,,0.0,0.0,0.0,0.0,0.0,0.0
462,rajkot,1612650597,IN,64.49000000000002,4.24,22.3,70.7833,29.0,0.0
463,san jeronimo de tunan,,,0.0,0.0,0.0,0.0,0.0,0.0
464,bambanglipuro,1612650597,ID,75.81199999999995,2.35,-7.95,110.2833,87.0,76.0
465,karamea,,,0.0,0.0,0.0,0.0,0.0,0.0
466,mandera,1612650597,KE,82.058,4.54,3.9366,41.867,33.0,4.0
467,ourossogui,,,0.0,0.0,0.0,0.0,0.0,0.0
468,esna,1612650598,EG,61.069999999999965,1.54,25.2934,32.554,67.0,0.0
469,amderma,,,0.0,0.0,0.0,0.0,0.0,0.0
470,guangyuan,1612650489,CN,34.26799999999999,1.91,32.442,105.823,65.0,95.0
471,bolshaya murta,,,0.0,0.0,0.0,0.0,0.0,0.0
472,broken hill,1612650598,AU,62.86999999999996,8.23,-31.95,141.4333,72.0,44.0
473,kapoeta,1612650598,SS,77.48599999999996,3.01,4.7717,33.5903,21.0,19.0
474,zhangye,1612650598,CN,25.825999999999986,0.87,38.9342,100.4517,70.0,0.0
475,wahiawa,1612650598,US,77.26999999999995,3.09,21.5028,-158.0236,60.0,20.0
476,ufimskiy,1612650599,RU,7.898000000000025,6.94,56.7084,58.0517,93.0,100.0
477,chulman,1612650599,RU,-23.76399999999998,0.82,56.8479,124.9104,85.0,95.0
478,igboho,1612650599,NG,81.06799999999998,1.53,8.8333,3.75,18.0,44.0
479,duma,1612650599,CN,25.069999999999958,1.0,34.7653,108.135,74.0,0.0
480,joao pinheiro,1612650651,BR,69.566,5.67,-17.7425,-46.1725,98.0,100.0
481,chake chake,1612650652,TZ,77.73800000000006,2.27,-5.2459,39.7666,83.0,56.0
482,litovko,1612650652,RU,-7.275999999999989,0.55,49.2361,135.1742,90.0,99.0
483,deputatskiy,1612650652,RU,-32.83600000000003,0.83,69.3,139.9,85.0,3.0
484,binghamton,1612650652,US,28.66999999999996,5.14,42.0987,-75.918,31.0,1.0
485,pijao,1612650652,CO,79.06999999999996,3.6,4.3342,-75.7035,53.0,40.0
486,magdeburg,1612650652,DE,29.26400000000003,4.02,52.1667,11.6667,80.0,100.0
487,luderitz,1612650652,NA,70.57400000000001,9.58,-26.6481,15.1594,57.0,0.0
488,simpang,1612650653,ID,75.50600000000003,1.75,-1.2667,104.0833,91.0,61.0
489,ayr,1612650653,GB,37.66999999999996,5.14,55.4627,-4.6339,81.0,40.0
490,lukow,1612650653,PL,17.27599999999999,4.54,51.929,22.3796,50.0,86.0
491,alta floresta,1612650567,BR,73.32799999999997,2.47,-9.8756,-56.0861,97.0,78.0
492,mezen,1612650653,RU,-13.251999999999974,3.33,65.8522,44.24,88.0,87.0
493,dipkarpaz,,,0.0,0.0,0.0,0.0,0.0,0.0
494,saint-prosper,,,0.0,0.0,0.0,0.0,0.0,0.0
495,havre-saint-pierre,1612650655,CA,30.46999999999996,3.6,50.2334,-63.5986,100.0,90.0
496,cah ab,,,0.0,0.0,0.0,0.0,0.0,0.0
497,rio gallegos,1612650434,AR,64.66999999999996,7.2,-51.6226,-69.2181,27.0,20.0
498,salalah,1612650655,OM,73.66999999999996,3.6,17.0151,54.0924,73.0,75.0
499,porto velho,1612650656,BR,79.06999999999996,1.54,-8.7619,-63.9039,94.0,40.0
500,port lincoln,1612650656,AU,61.95199999999998,5.02,-34.7333,135.8667,69.0,87.0
501,aylesbury,1612650656,GB,37.274000000000015,2.24,51.8167,-0.8146,88.0,100.0
502,kruisfontein,1612650540,ZA,67.26199999999996,0.89,-34.0033,24.7314,82.0,2.0
503,gerash,1612650656,IR,53.86999999999996,0.79,27.6652,54.1371,47.0,0.0
504,kerteh,,,0.0,0.0,0.0,0.0,0.0,0.0
505,moose factory,,,0.0,0.0,0.0,0.0,0.0,0.0
506,nyagan,1612650656,RU,-1.804000000000002,4.65,62.1406,65.3936,92.0,100.0
507,khurda,1612650656,IN,64.66999999999996,0.51,20.1833,85.6167,88.0,0.0
508,sitka,1612650378,US,35.86999999999996,6.69,57.0531,-135.33,69.0,40.0
509,ngunguru,1612650657,NZ,70.26799999999999,2.68,-35.6167,174.5,69.0,99.0
510,enshi,1612650657,CN,51.42200000000004,0.43,30.3,109.4833,83.0,96.0
511,nemuro,1612650657,JP,24.47599999999999,6.26,43.3236,145.575,96.0,100.0
512,la sarre,1612650657,CA,4.766000000000009,4.53,48.8002,-79.1996,92.0,100.0
513,kangaatsiaq,1612650657,GL,21.77599999999999,10.61,68.3065,-53.4641,85.0,15.0
514,vigrestad,1612650657,NO,17.27599999999999,1.03,58.5667,5.7,72.0,0.0
515,varkkallai,1612650657,IN,79.06999999999996,3.05,8.7341,76.7067,89.0,40.0
516,panguipulli,1612650658,CL,71.86999999999996,4.63,-39.6333,-72.3333,60.0,0.0
517,necochea,1612650658,AR,68.26999999999995,7.82,-38.5473,-58.7368,63.0,0.0
518,ossora,1612650658,RU,22.45999999999998,15.15,59.2353,163.0719,97.0,100.0
519,zhanaozen,1612650658,KZ,33.530000000000044,2.0,43.3,52.8,85.0,57.0
520,nalut,1612650658,LY,65.31799999999998,5.54,30.3333,10.85,25.0,100.0
521,lebyazhye,1612650659,RU,24.998000000000026,10.99,55.2689,66.4947,96.0,100.0
522,sawtell,1612650659,AU,77.26999999999995,2.57,-30.3833,153.1,78.0,40.0
523,vrangel,1612650659,RU,14.882000000000016,5.22,42.7297,133.0839,84.0,18.0
524,novoagansk,1612650659,RU,34.825999999999986,4.34,61.9449,76.6625,99.0,100.0
525,villa maria,1612650659,AR,81.21199999999996,3.47,-32.4075,-63.2402,25.0,0.0
526,bambari,1612650659,CF,72.48200000000003,1.95,5.768,20.6757,22.0,1.0
527,conceicao da barra,1612650659,BR,79.55600000000004,3.47,-18.5933,-39.7322,82.0,100.0
528,ninghai,1612650659,CN,57.272000000000034,1.34,29.2892,121.4247,98.0,76.0
529,isetskoye,1612650660,RU,33.314000000000036,3.96,56.4858,65.3226,97.0,100.0
530,tiznit,1612650660,MA,48.992,7.08,29.5833,-9.5,84.0,36.0
531,oeiras do para,1612650660,BR,78.584,2.45,-2.0031,-49.8544,86.0,20.0
532,makakilo city,1612650415,US,77.26999999999995,5.66,21.3469,-158.0858,50.0,40.0
533,antofagasta,1612650406,CL,73.27400000000002,6.69,-23.65,-70.4,77.0,20.0
534,ribas do rio pardo,1612650662,BR,72.08599999999997,2.61,-20.4431,-53.7592,66.0,0.0
535,esfarayen,1612650662,IR,41.26999999999996,3.09,37.0765,57.5101,87.0,90.0
536,changli,1612650662,CN,23.648000000000025,2.81,39.7042,119.1506,80.0,4.0
537,meyungs,,,0.0,0.0,0.0,0.0,0.0,0.0
538,coari,1612650662,BR,77.0,0.38,-4.085,-63.1414,89.0,99.0
539,comodoro rivadavia,1612650631,AR,55.66999999999996,7.72,-45.8667,-67.5,76.0,75.0
540,port blair,1612650712,IN,77.77400000000002,3.72,11.6667,92.75,77.0,11.0
541,prainha,1612650712,BR,81.33800000000005,1.2,-1.8,-53.48,66.0,54.0
542,hanko,1612650592,FI,14.269999999999957,2.24,59.8333,22.95,81.0,73.0
543,brae,1612650554,GB,34.06999999999996,7.72,60.3964,-1.353,55.0,90.0
544,yerbogachen,1612650712,RU,-5.241999999999997,3.06,61.2767,108.0108,91.0,97.0
545,lakatoro,1612650712,VU,84.542,2.25,-16.0999,167.4164,60.0,20.0
546,yumen,1612650712,CN,27.122000000000035,0.89,40.2833,97.2,68.0,98.0
547,udachnyy,1612650662,RU,-35.82400000000001,2.74,66.4167,112.4,80.0,0.0
548,sibolga,1612650580,ID,76.28000000000004,1.71,1.7427,98.7792,77.0,70.0
549,divnogorsk,1612650713,RU,28.66999999999996,1.0,55.9594,92.3619,74.0,40.0
550,saint-francois,1612650713,FR,47.26400000000003,2.57,46.4154,3.9054,100.0,100.0
551,lima,1612650585,PE,73.27400000000002,3.6,-12.0432,-77.0282,78.0,75.0
552,babusnica,1612650714,RS,49.26199999999996,1.56,43.0597,22.4117,74.0,100.0
553,garchitorena,1612650714,PH,78.22400000000002,4.4,13.8804,123.6946,87.0,37.0
554,duku,1612650714,NG,79.08800000000005,2.9,11.2361,4.9073,17.0,80.0
555,bonavista,1612650714,CA,35.27599999999999,1.54,48.6499,-53.1147,100.0,100.0
556,padang,1612650714,ID,71.86999999999996,0.51,-0.9492,100.3543,94.0,20.0
557,fukue,1612650587,JP,56.24600000000005,7.17,32.6881,128.8419,72.0,0.0
558,quchan,1612650715,IR,41.35999999999998,5.8,37.106,58.5095,85.0,100.0
559,tavares,1612650715,US,70.06999999999996,5.66,28.8042,-81.7256,78.0,90.0
560,katherine,1612650586,AU,75.46999999999997,3.6,-14.4667,132.2667,94.0,75.0
561,byron bay,1612650715,AU,79.06999999999996,1.03,-28.65,153.6167,73.0,8.0
562,kerouane,1612650715,GN,76.334,1.08,9.2667,-9.0167,21.0,95.0
563,iglesias,1612650715,IT,63.266000000000005,6.69,39.3114,8.535,72.0,0.0
564,longlac,,,0.0,0.0,0.0,0.0,0.0,0.0
565,poindimie,1612650715,NC,83.084,1.3,-20.9333,165.3333,68.0,0.0
566,dukat,1612650716,RU,-6.375999999999991,1.56,62.55,155.55,88.0,100.0
567,toliary,,,0.0,0.0,0.0,0.0,0.0,0.0
568,jumla,1612650717,NP,26.635999999999967,3.27,29.2747,82.1838,70.0,0.0
569,burnie,1612650717,AU,61.26799999999999,2.24,-41.0667,145.9167,85.0,30.0
570,grimari,,,0.0,0.0,0.0,0.0,0.0,0.0
571,batagay,1612650717,RU,-24.44800000000003,0.81,67.6333,134.6333,85.0,100.0
572,calama,1612650717,CL,75.46999999999997,13.89,-22.4667,-68.9333,25.0,0.0
573,awjilah,1612650718,LY,60.36799999999998,4.14,29.1081,21.2869,39.0,0.0
574,westport,1612650718,US,43.06999999999996,6.17,41.1415,-73.3579,49.0,1.0
575,havelock,1612650648,US,47.26400000000003,2.06,34.8791,-76.9013,61.0,90.0
576,bullerup,1612650718,DK,28.66999999999996,11.32,55.4269,10.4714,80.0,75.0
577,te anau,1612650718,NZ,70.06999999999996,1.1,-45.4167,167.7167,48.0,5.0
578,price,1612650718,US,43.06999999999996,2.06,39.5994,-110.8107,33.0,1.0
579,lorengau,1612650533,PG,83.19200000000001,1.16,-2.0226,147.2712,74.0,97.0
580,kumphawapi,1612650719,TH,68.26999999999995,0.17,17.1087,103.0149,77.0,0.0
581,nishihara,1612650594,JP,66.46999999999997,2.06,26.1842,127.7558,82.0,20.0
582,tarudant,,,0.0,0.0,0.0,0.0,0.0,0.0
583,san pedro,1612650719,PH,75.46999999999997,0.51,14.35,121.0167,88.0,20.0
584,panguna,1612650719,PG,78.65600000000003,0.72,-6.3164,155.4848,74.0,48.0
585,rio grande,1612650720,BR,73.68800000000005,2.71,-32.035,-52.0986,72.0,0.0
586,bargal,,,0.0,0.0,0.0,0.0,0.0,0.0
587,sabibah,,,0.0,0.0,0.0,0.0,0.0,0.0
588,khasan,,,0.0,0.0,0.0,0.0,0.0,0.0
589,samarai,1612650720,PG,84.97400000000002,2.43,-10.6167,150.6667,71.0,89.0
590,muroto,1612650720,JP,35.86999999999996,3.6,33.2833,134.15,87.0,40.0
591,chaohu,1612650436,CN,48.272000000000034,2.0,31.6,117.8667,93.0,87.0
592,balkanabat,1612650721,TM,50.18000000000004,3.68,39.5108,54.3671,58.0,99.0
593,bundaberg,1612650695,AU,86.26999999999995,4.63,-24.85,152.35,61.0,33.0
594,ilhabela,1612650721,BR,73.38200000000002,1.59,-23.7781,-45.3581,74.0,64.0
595,rafraf,1612650721,TN,64.66999999999996,1.54,37.1904,10.1837,63.0,40.0
596,kutum,1612650510,SD,50.14399999999998,3.46,14.2,24.6667,45.0,0.0
597,sun valley,1612650721,US,54.266000000000005,0.55,39.5963,-119.776,28.0,1.0
598,kupang,1612650722,ID,77.26999999999995,2.57,-10.1667,123.5833,100.0,20.0
